,Country,Sex,Age,Marital status
98082,Belarus,Men,17,Single
98083,Saint Lucia,Women,98,Divorced
98084,Austria,Men,42,Single
98085,Slovenia,Women,80,Married
98086,Greece,Men,50,Single
98087,San Marino,Men,57,Married
98088,Suriname,Women,76,Single
98089,Latvia,Women,64,Married
98090,Turks and Caicos Islands,Men,52,Married
98091,Greenland,Women,42,Married
98092,Kuwait,Women,64,Married
98093,Philippines,Women,19,Single
98094,Albania,Men,64,Married
98095,Uruguay,Women,29,Single
98096,French Polynesia,Women,56,Single
98097,Trinidad and Tobago,Men,36,Single
98098,Anguilla,Women,33,Married
98099,United Arab Emirates,Men,35,Married
98100,Venezuela (Bolivarian Republic of),Men,83,Divorced
98101,Ireland,Men,64,Married
98102,Anguilla,Men,67,Married
98103,Switzerland,Men,24,Single
98104,Indonesia,Women,42,Married
98105,Greece,Women,50,Married
98106,Denmark,Women,41,Married
98107,Aruba,Men,26,Married
98108,Slovenia,Men,69,Married
98109,Kuwait,Men,71,Married
98110,Cayman Islands,Women,29,Single
98111,New Zealand,Men,80,Married
98112,Chile,Women,17,Single
98113,Brunei Darussalam,Women,83,Married
98114,Latvia,Men,92,Married
98115,Algeria,Women,18,Single
98116,Montenegro,Women,67,Single
98117,Poland,Women,24,Married
98118,Jamaica,Men,56,Single
98119,Belize,Men,81,Married
98120,Peru,Men,74,Divorced
98121,Libya,Men,95,Married
98122,Mayotte,Men,26,Single
98123,Netherlands,Men,63,Married
98124,Romania,Women,94,Single
98125,Panama,Men,70,Married
98126,French Guiana,Men,46,Married
98127,Indonesia,Women,74,Single
98128,Panama,Women,40,Single
98129,Lesotho,Women,55,Single
98130,Italy,Women,51,Married
98131,Japan,Men,48,Married
98132,Slovenia,Women,35,Married
98133,Austria,Women,64,Married
98134,Estonia,Women,69,Single
98135,Romania,Women,36,Married
98136,Greece,Men,34,Single
98137,Anguilla,Women,32,Married
98138,Oman,Men,42,Married
98139,Costa Rica,Men,95,Married
98140,Liechtenstein,Women,48,Single
98141,China,Women,33,Married
98142,Netherlands Antilles,Women,88,Married
98143,Greenland,Men,28,Divorced
98144,Denmark,Women,30,Married
98145,Djibouti,Men,39,Divorced
98146,Slovakia,Men,72,Married
98147,Finland,Men,98,Married
98148,Gibraltar,Men,38,Married
98149,Lao People's Democratic Republic,Men,37,Married
98150,Swaziland,Men,15,Single
98151,Slovakia,Women,58,Divorced
98152,Netherlands,Women,82,Single
98153,Bulgaria,Men,21,Single
98154,Mayotte,Men,83,Married
98155,United Arab Emirates,Women,70,Single
98156,Sudan,Women,52,Single
98157,New Caledonia,Men,67,Single
98158,Chile,Women,54,Single
98159,Kuwait,Men,73,Married
98160,Libya,Women,80,Married
98161,Switzerland,Men,73,Married
98162,Mexico,Women,64,Married
98163,Bahrain,Women,46,Married
98164,Cyprus,Men,87,Married
98165,Greenland,Men,39,Divorced
98166,Republic of Korea,Men,88,Married
98167,Algeria,Men,21,Single
98168,Latvia,Women,21,Married
98169,Argentina,Women,96,Single
98170,France,Men,24,Single
98171,Saint Lucia,Men,89,Married
98172,Tajikistan,Men,22,Single
98173,Democratic People's Republic of  of Korea,Women,39,Married
98174,Uruguay,Men,95,Married
98175,Kyrgyzstan,Women,29,Married
98176,Estonia,Men,20,Single
98177,French Polynesia,Women,35,Single
98178,Malta,Women,46,Married
98179,Cuba,Men,76,Married
98180,Saudi Arabia,Men,27,Married
98181,Mayotte,Men,78,Married
98182,Cayman Islands,Men,20,Single
98183,South Sudan,Men,56,Married
98184,Finland,Women,86,Single
98185,Mozambique,Men,34,Single
98186,Croatia,Men,60,Married
98187,Austria,Men,37,Married
98188,Czech Republic,Men,19,Single
98189,Lebanon,Men,33,Married
98190,Democratic People's Republic of  of Korea,Women,58,Married
98191,Saint Vincent and the Grenadines,Men,29,Single
98192,Saint Vincent and the Grenadines,Men,36,Single
98193,Liechtenstein,Women,43,Married
98194,Faeroe Islands,Women,60,Married
98195,Lithuania,Women,83,Single
98196,Norway,Men,76,Single
98197,Japan,Men,54,Married
98198,Slovenia,Men,31,Single
98199,Italy,Men,22,Single
98200,Belarus,Women,55,Single
98201,Swaziland,Women,43,Divorced
98202,New Zealand,Women,65,Single
98203,Belarus,Men,85,Single
98204,Tonga,Women,43,Married
98205,Uruguay,Men,44,Married
98206,Algeria,Men,93,Married
98207,Algeria,Men,70,Married
98208,Malta,Women,63,Married
98209,Kyrgyzstan,Women,16,Single
98210,Bulgaria,Men,54,Married
98211,Norway,Women,48,Single
98212,Finland,Women,22,Single
98213,Montenegro,Men,77,Married
98214,Denmark,Women,24,Single
98215,Estonia,Women,60,Married
98216,Lithuania,Men,16,Single
98217,Turks and Caicos Islands,Men,52,Married
98218,Morocco,Women,45,Married
98219,Greenland,Women,83,Married
98220,Kuwait,Men,69,Married
98221,Swaziland,Women,59,Married
98222,Hungary,Women,70,Married
98223,Saint Vincent and the Grenadines,Men,32,Single
98224,Trinidad and Tobago,Women,69,Married
98225,Mozambique,Women,75,Single
98226,Belarus,Men,50,Married
98227,Argentina,Women,48,Married
98228,Belize,Men,17,Single
98229,Uruguay,Men,49,Married
98230,Uruguay,Women,36,Married
98231,Canada,Women,88,Single
98232,Panama,Women,22,Single
98233,Bermuda,Women,22,Single
98234,Lebanon,Women,79,Married
98235,Slovenia,Women,84,Married
98236,Indonesia,Men,84,Married
98237,El Salvador,Women,20,Single
98238,New Caledonia,Women,24,Single
98239,Mozambique,Men,32,Single
98240,Tajikistan,Men,57,Married
98241,Switzerland,Men,40,Married
98242,Djibouti,Men,75,Married
98243,Algeria,Women,99,Single
98244,Mexico,Women,76,Married
98245,Aruba,Men,17,Single
98246,Mongolia,Men,84,Married
98247,Montenegro,Men,88,Married
98248,Philippines,Men,89,Married
98249,Croatia,Women,16,Single
98250,Australia,Men,54,Single
98251,Tonga,Men,42,Married
98252,Albania,Men,68,Married
98253,Lao People's Democratic Republic,Women,80,Single
98254,Poland,Women,99,Single
98255,Lesotho,Men,59,Married
98256,Azerbaijan,Women,22,Single
98257,New Zealand,Men,77,Married
98258,Iran (Islamic Republic of),Women,43,Married
98259,El Salvador,Women,93,Single
98260,Montenegro,Men,58,Married
98261,Lao People's Democratic Republic,Men,32,Married
98262,Bahrain,Women,57,Married
98263,Italy,Women,74,Married
98264,Philippines,Women,90,Single
98265,New Caledonia,Men,43,Married
98266,Ecuador,Men,25,Married
98267,French Guiana,Men,21,Single
98268,Republic of Korea,Men,87,Married
98269,Iran (Islamic Republic of),Men,58,Married
98270,Mongolia,Women,47,Married
98271,Antigua and Barbuda,Men,75,Married
98272,Lebanon,Women,30,Married
98273,Tajikistan,Women,95,Single
98274,Iran (Islamic Republic of),Men,59,Married
98275,Suriname,Men,60,Single
98276,San Marino,Men,62,Married
98277,Ireland,Women,81,Single
98278,Indonesia,Women,45,Married
98279,Hungary,Men,87,Single
98280,Réunion,Men,44,Married
98281,Mexico,Men,17,Single
98282,Mozambique,Women,45,Divorced
98283,Malta,Men,21,Single
98284,Tajikistan,Men,40,Married
98285,Sweden,Men,82,Married
98286,Oman,Women,20,Single
98287,United Arab Emirates,Women,83,Single
98288,Lesotho,Women,32,Married
98289,Syrian Arab Republic,Women,87,Married
98290,Democratic People's Republic of  of Korea,Women,38,Married
98291,Netherlands,Men,56,Divorced
98292,Faeroe Islands,Women,57,Divorced
98293,Montenegro,Women,38,Single
98294,Greenland,Men,47,Single
98295,Lebanon,Women,59,Married
98296,Uruguay,Women,98,Single
98297,Lao People's Democratic Republic,Women,81,Married
98298,Bulgaria,Men,29,Single
98299,Germany,Men,63,Married
98300,State of Palestine,Women,39,Single
98301,South Sudan,Women,42,Married
98302,Indonesia,Women,35,Married
98303,Mexico,Women,75,Married
98304,Greenland,Women,40,Divorced
98305,New Zealand,Men,70,Married
98306,Argentina,Women,84,Single
98307,Costa Rica,Men,74,Married
98308,Belgium,Men,49,Single
98309,Philippines,Men,42,Married
98310,Cuba,Men,64,Single
98311,Singapore,Women,63,Single
98312,Malaysia,Women,87,Married
98313,Djibouti,Men,54,Married
98314,Venezuela (Bolivarian Republic of),Men,66,Married
98315,Syrian Arab Republic,Women,15,Single
98316,Trinidad and Tobago,Women,30,Single
98317,Lithuania,Women,69,Divorced
98318,Oman,Women,84,Single
98319,New Caledonia,Women,29,Single
98320,New Caledonia,Women,59,Single
98321,Palau,Women,68,Married
98322,Mozambique,Women,19,Single
98323,Austria,Men,95,Married
98324,New Caledonia,Women,15,Single
98325,Aruba,Women,31,Single
98326,Swaziland,Women,47,Married
98327,Panama,Women,86,Single
98328,Singapore,Men,75,Married
98329,Brunei Darussalam,Men,33,Married
98330,Iran (Islamic Republic of),Women,61,Single
98331,Botswana,Men,44,Single
98332,Argentina,Women,50,Single
98333,Bahrain,Women,30,Single
98334,Malaysia,Women,92,Married
98335,Indonesia,Women,39,Married
98336,Greenland,Men,68,Single
98337,South Sudan,Women,44,Married
98338,Argentina,Women,54,Single
98339,United Kingdom,Men,44,Married
98340,United Kingdom,Men,63,Married
98341,French Guiana,Men,18,Single
98342,Chile,Women,47,Single
98343,San Marino,Women,36,Married
98344,Luxembourg,Women,58,Single
98345,Swaziland,Women,56,Single
98346,Spain,Women,47,Married
98347,Botswana,Women,45,Married
98348,Morocco,Women,65,Single
98349,Finland,Women,48,Single
98350,Poland,Men,84,Single
98351,Democratic People's Republic of  of Korea,Women,85,Single
98352,New Caledonia,Women,74,Married
98353,United Kingdom,Women,76,Married
98354,El Salvador,Women,82,Single
98355,Lithuania,Men,36,Single
98356,Panama,Men,46,Married
98357,State of Palestine,Men,85,Married
98358,Palau,Women,60,Divorced
98359,El Salvador,Men,18,Single
98360,Uruguay,Women,88,Single
98361,Brazil,Women,94,Single
98362,"China, Hong Kong SAR",Women,51,Single
98363,Italy,Men,66,Married
98364,Ecuador,Men,73,Married
98365,Norway,Men,18,Single
98366,New Caledonia,Women,81,Single
98367,Peru,Women,35,Single
98368,Poland,Women,45,Married
98369,Netherlands,Women,62,Married
98370,Singapore,Men,52,Married
98371,Brazil,Men,28,Single
98372,New Caledonia,Women,34,Married
98373,Germany,Women,33,Divorced
98374,Saint Vincent and the Grenadines,Men,33,Single
98375,Latvia,Women,19,Single
98376,Saint Vincent and the Grenadines,Men,16,Single
98377,Estonia,Men,82,Divorced
98378,Switzerland,Men,96,Married
98379,Lao People's Democratic Republic,Men,93,Married
98380,Saint Vincent and the Grenadines,Men,15,Single
98381,Greece,Women,98,Married
98382,Norway,Women,52,Married
98383,Dominica,Men,48,Single
98384,Swaziland,Women,69,Married
98385,Venezuela (Bolivarian Republic of),Women,39,Single
98386,Brunei Darussalam,Men,76,Married
98387,Dominica,Women,39,Single
98388,Saint Vincent and the Grenadines,Women,94,Single
98389,Philippines,Men,85,Married
98390,Japan,Women,36,Single
98391,Saudi Arabia,Women,56,Married
98392,Sudan,Men,40,Married
98393,Faeroe Islands,Men,25,Single
98394,Greece,Women,67,Married
98395,South Sudan,Women,59,Married
98396,Czech Republic,Women,54,Married
98397,New Caledonia,Men,66,Married
98398,"China, Hong Kong SAR",Women,35,Single
98399,Tonga,Women,46,Married
98400,Denmark,Men,18,Single
98401,Russian Federation,Men,30,Married
98402,Morocco,Men,92,Married
98403,Sweden,Women,66,Single
98404,Chile,Women,40,Single
98405,Saint Vincent and the Grenadines,Men,92,Married
98406,Lesotho,Women,51,Single
98407,France,Men,77,Married
98408,Liechtenstein,Women,46,Married
98409,Tajikistan,Women,19,Single
98410,Kuwait,Women,88,Single
98411,Lebanon,Women,37,Married
98412,Bermuda,Men,59,Married
98413,Denmark,Women,62,Single
98414,Palau,Women,63,Married
98415,Mayotte,Women,38,Married
98416,Faeroe Islands,Men,40,Divorced
98417,Chile,Women,16,Single
98418,Chile,Women,31,Married
98419,China,Men,72,Married
98420,Jamaica,Men,52,Single
98421,Cuba,Men,63,Married
98422,Czech Republic,Men,33,Single
98423,Lithuania,Men,73,Married
98424,Japan,Men,25,Married
98425,Australia,Men,40,Married
98426,Faeroe Islands,Women,92,Married
98427,Slovenia,Men,26,Single
98428,Japan,Men,70,Married
98429,Panama,Women,92,Married
98430,Cayman Islands,Men,60,Married
98431,Luxembourg,Women,33,Married
98432,Saudi Arabia,Women,32,Married
98433,United Arab Emirates,Women,72,Single
98434,Lebanon,Women,96,Married
98435,Mexico,Women,79,Single
98436,Turks and Caicos Islands,Men,43,Married
98437,Kuwait,Women,75,Single
98438,Belgium,Men,80,Married
98439,Lesotho,Men,42,Married
98440,Czech Republic,Women,58,Married
98441,Anguilla,Men,62,Married
98442,Montenegro,Men,92,Married
98443,Czech Republic,Women,72,Divorced
98444,Syrian Arab Republic,Men,73,Married
98445,Bulgaria,Men,61,Divorced
98446,Saint Vincent and the Grenadines,Women,22,Single
98447,Greenland,Women,73,Single
98448,Anguilla,Women,48,Single
98449,Mozambique,Women,43,Married
98450,Argentina,Men,50,Single
98451,Lesotho,Women,66,Married
98452,Finland,Men,98,Married
98453,Mexico,Women,46,Single
98454,Singapore,Men,56,Married
98455,Cyprus,Women,81,Single
98456,Belgium,Women,18,Single
98457,Sweden,Men,20,Single
98458,Aruba,Men,80,Married
98459,Germany,Women,24,Single
98460,Lao People's Democratic Republic,Women,76,Married
98461,Bermuda,Women,70,Single
98462,Hungary,Women,21,Single
98463,Palau,Men,77,Married
98464,United Kingdom,Women,42,Married
98465,Réunion,Women,15,Single
98466,Hungary,Men,48,Divorced
98467,Botswana,Men,58,Married
98468,Russian Federation,Men,33,Single
98469,Ecuador,Women,32,Single
98470,New Caledonia,Women,45,Married
98471,Israel,Women,17,Single
98472,Azerbaijan,Men,49,Married
98473,Turks and Caicos Islands,Men,39,Married
98474,Saint Lucia,Men,89,Married
98475,Antigua and Barbuda,Men,21,Single
98476,Cuba,Men,44,Single
98477,Cyprus,Women,89,Single
98478,Tonga,Men,33,Married
98479,Bermuda,Women,91,Divorced
98480,Aruba,Men,63,Married
98481,Democratic People's Republic of  of Korea,Women,89,Single
98482,French Polynesia,Men,49,Divorced
98483,Canada,Women,75,Single
98484,Lesotho,Women,39,Married
98485,Cuba,Men,95,Single
98486,Cayman Islands,Women,46,Divorced
98487,Thailand,Women,58,Married
98488,South Sudan,Women,76,Single
98489,Malta,Women,59,Married
98490,Uruguay,Women,87,Married
98491,United Kingdom,Men,91,Divorced
98492,French Guiana,Women,64,Married
98493,Republic of Korea,Women,65,Married
98494,Norway,Women,97,Single
98495,Russian Federation,Men,41,Single
98496,Philippines,Men,29,Single
98497,Denmark,Women,22,Single
98498,Indonesia,Women,26,Single
98499,Albania,Men,16,Single
98500,Mayotte,Men,48,Married
98501,Chile,Men,26,Single
98502,Lebanon,Men,61,Married
98503,Anguilla,Men,52,Married
98504,Iran (Islamic Republic of),Women,86,Single
98505,Brunei Darussalam,Men,65,Single
98506,Australia,Women,48,Married
98507,Jamaica,Women,64,Married
98508,Mozambique,Men,83,Single
98509,Bahrain,Men,35,Married
98510,Croatia,Women,59,Single
98511,Saint Vincent and the Grenadines,Men,43,Single
98512,Algeria,Women,65,Married
98513,United Kingdom,Women,51,Divorced
98514,Singapore,Men,88,Married
98515,France,Women,20,Single
98516,United Arab Emirates,Women,31,Married
98517,Estonia,Women,28,Married
98518,Belgium,Men,31,Married
98519,Croatia,Men,37,Married
98520,Bahrain,Women,83,Divorced
98521,Azerbaijan,Women,21,Married
98522,Lebanon,Women,41,Married
98523,Syrian Arab Republic,Men,77,Married
98524,France,Women,48,Married
98525,Palau,Women,29,Single
98526,Malaysia,Women,78,Married
98527,Malta,Men,22,Single
98528,Indonesia,Women,36,Married
98529,Peru,Men,96,Single
98530,Lithuania,Women,96,Single
98531,Chile,Women,60,Married
98532,Greece,Men,50,Single
98533,New Zealand,Women,41,Married
98534,Indonesia,Women,37,Married
98535,Malta,Women,19,Single
98536,Spain,Men,48,Married
98537,Malaysia,Women,69,Single
98538,Liechtenstein,Men,79,Married
98539,New Zealand,Women,36,Married
98540,Kyrgyzstan,Men,41,Married
98541,Lithuania,Men,32,Single
98542,Sweden,Women,73,Single
98543,Croatia,Men,40,Married
98544,Ireland,Women,92,Single
98545,Canada,Men,38,Married
98546,Aruba,Men,24,Single
98547,Venezuela (Bolivarian Republic of),Men,44,Married
98548,Netherlands Antilles,Men,36,Single
98549,Mayotte,Men,38,Single
98550,Malta,Women,77,Married
98551,Libya,Women,73,Single
98552,Indonesia,Women,83,Single
98553,Morocco,Men,63,Married
98554,Malaysia,Women,17,Single
98555,Democratic People's Republic of  of Korea,Men,66,Married
98556,Liberia,Women,27,Married
98557,Liberia,Women,94,Single
98558,Dominica,Men,26,Single
98559,Algeria,Women,62,Married
98560,Czech Republic,Women,60,Married
98561,Bahrain,Women,85,Married
98562,Lithuania,Men,40,Married
98563,Belgium,Women,67,Single
98564,Slovenia,Men,65,Married
98565,Iran (Islamic Republic of),Women,89,Married
98566,Lebanon,Women,57,Married
98567,Swaziland,Women,60,Single
98568,Russian Federation,Women,74,Married
98569,New Caledonia,Women,64,Single
98570,Brazil,Women,42,Married
98571,Oman,Men,20,Single
98572,Czech Republic,Women,71,Divorced
98573,Djibouti,Women,36,Married
98574,Finland,Men,79,Single
98575,Réunion,Women,69,Married
98576,San Marino,Women,79,Married
98577,Cuba,Women,63,Single
98578,Austria,Women,52,Married
98579,Morocco,Men,71,Married
98580,Croatia,Men,26,Single
98581,China,Men,51,Married
98582,Lithuania,Men,96,Married
98583,Mayotte,Women,91,Married
98584,Saudi Arabia,Women,82,Married
98585,Switzerland,Women,95,Divorced
98586,Albania,Men,34,Married
98587,Liberia,Women,82,Single
98588,French Polynesia,Men,67,Single
98589,Republic of Korea,Men,60,Married
98590,Réunion,Women,57,Single
98591,Croatia,Women,60,Married
98592,Greenland,Men,83,Single
98593,Romania,Women,33,Single
98594,French Polynesia,Men,17,Single
98595,Cyprus,Men,68,Married
98596,Bahrain,Women,99,Single
98597,Suriname,Women,59,Divorced
98598,China,Men,87,Single
98599,Croatia,Men,98,Married
98600,Sudan,Men,78,Married
98601,Chile,Women,86,Married
98602,Mayotte,Men,33,Married
98603,Sweden,Women,33,Single
98604,Japan,Women,33,Married
98605,Cuba,Men,36,Married
98606,New Zealand,Women,34,Married
98607,Slovakia,Men,46,Married
98608,Czech Republic,Women,49,Married
98609,Morocco,Women,92,Single
98610,New Zealand,Women,59,Single
98611,Germany,Men,98,Married
98612,Ireland,Men,98,Married
98613,Indonesia,Women,72,Married
98614,Suriname,Men,66,Divorced
98615,Luxembourg,Women,39,Married
98616,Turks and Caicos Islands,Women,61,Married
98617,Brazil,Women,80,Single
98618,Australia,Women,81,Single
98619,Algeria,Women,15,Single
98620,Belarus,Women,37,Married
98621,Chile,Men,62,Single
98622,Japan,Men,95,Married
98623,Albania,Women,38,Married
98624,Estonia,Women,35,Single
98625,Mongolia,Women,64,Married
98626,South Sudan,Women,33,Married
98627,Latvia,Women,64,Single
98628,Greenland,Women,20,Single
98629,Italy,Women,66,Single
98630,Latvia,Women,35,Single
98631,Montenegro,Women,35,Married
98632,Estonia,Women,78,Divorced
98633,Democratic People's Republic of  of Korea,Men,38,Married
98634,Saint Lucia,Men,70,Single
98635,French Guiana,Men,98,Single
98636,Denmark,Women,72,Married
98637,Chile,Men,82,Divorced
98638,Austria,Men,39,Married
98639,Cyprus,Men,32,Married
98640,Belgium,Women,28,Single
98641,Tajikistan,Men,74,Divorced
98642,Aruba,Women,49,Single
98643,Gibraltar,Women,65,Married
98644,United Kingdom,Women,31,Single
